Nr. crt.,Adresa,Nr,Sector,Anul construirii,Regimul de inaltime,Numar de apartamente,Aria desfasurata,Anul Elaborarii Expertizei Tehnice,Expertul tehnic atestat pentru cerinţa esenţiala de calitate-rezistenţă mecanică şi stabilitate de către M.D.R.A.P.,Observatii,Clasa de risc seismic
574,Strada MARIA ROSETTI,31,Sector 2,1938,S+P+3E+Ma,14,2.005,2008,Cristian ENESCU,Încadrare în clasă de risc seismic în anul 2008,2. CLASA a-II-a DE RISC SEISMIC
575,Strada MARIA ROSETTI,43,Sector 2,1936,S+P+2E+Ma,6,1.012,1993,Adina SIMION,,2. CLASA a-II-a DE RISC SEISMIC
576,Strada MARIA ROSETTI,8,Sector 2,1934,S+P+5E,16,1.941,1993,Constantin PAVEL,,2. CLASA a-II-a DE RISC SEISMIC
577,Strada MAŞINA DE PÂINE,39 (bloc OD59A),Sector 2,1970,S+P+10E,44,3.09,2000,Zefir APOSTOL,,2. CLASA a-II-a DE RISC SEISMIC
578,Strada MAŞINA DE PÂINE,6 (bloc R31),Sector 2,1969,S+P+10E,88,6.746,2000,Zefir APOSTOL,,2. CLASA a-II-a DE RISC SEISMIC
579,Strada MAŞINA DE PÂINE,69 (bloc OD23),Sector 2,1969,S+P+10E,176,12.694,2000,Zefir APOSTOL,,2. CLASA a-II-a DE RISC SEISMIC
580,Strada MAŞINA DE PÂINE,8 (bloc OD36),Sector 2,1968,S+P+10E,44,3.09,2000,Zefir APOSTOL,,2. CLASA a-II-a DE RISC SEISMIC
581,Strada MATEI MILLO,12,Sector 1,1938,S+P+Mz+6E,39,3.64,1999,Nicolae CONSTANTINESCU,,2. CLASA a-II-a DE RISC SEISMIC
582,Strada MAXIM GORKI,1,Sector 1,1958,S+P+2E,12,942,1997,Silvia CARAMAN,,2. CLASA a-II-a DE RISC SEISMIC
583,Șoseaua MIHAI BRAVU,107÷119,Sector 2,1963,S+P+10E,269,21.208,2001,Dan POPESCU,,2. CLASA a-II-a DE RISC SEISMIC
584,Soseaua MIHAI BRAVU,"90÷96 (bloc D17, tr.A+B+C)",Sector 2,1963,S+P+10E,147,12.092,2015,Mircea MIRONESCU,"Reîncadrare în clasă de risc seismic în anul 2015 + acordul asociaţiei proprietarilor (tronsonul A a fost încadrat iniţial în RsI de expertii tehnici atestat M.D.R.A.P. Radu VĂCĂREANU, Alexandrina PRETORIAN, Dragoş BADEA; tronsoanele B + C au fost încadr",2. CLASA a-II-a DE RISC SEISMIC
585,Strada MIHAI EMINESCU,34,Sector 1,1939,S+P+7E,8,833,1994,Victor NEDRITA,,2. CLASA a-II-a DE RISC SEISMIC
586,Strada MIHAI EMINESCU,75A,Sector 2,1927,S+P+2E+Ma,4,429,1997,Silvia CARAMAN,,2. CLASA a-II-a DE RISC SEISMIC
587,Bulevardul MIHAIL KOGĂLNICEANU,16 (fost 46),Sector 5,1900,S+P+2E,4,386,1997,Alexandru HRISTOFOROV,,2. CLASA a-II-a DE RISC SEISMIC
588,Bulevardul MIHAIL KOGĂLNICEANU,37 (fost 87),Sector 5,1932,S+P+3E+Ma,15,1.04,1997,Marin TEODOR,,2. CLASA a-II-a DE RISC SEISMIC
589,Strada MIHAIL MOXA,2 (corp B+C),Sector 1,1920,P+Ma S+P+1E+Ma,0,1.889,2019,Gheorghe VLAICU,corp A (construcție nouă – Hotelul “MOXA”) situat în Strada MIHAIL MOXA nr.4 (S+P+5E+ETEHNIC); reîncadrare în clasă de risc seismic în anul 2019; AC nr.287/1402309/2016 + nr.384/1522201/2017,2. CLASA a-II-a DE RISC SEISMIC
590,Strada MIRCEA VULCANESCU,108 (corp A+B+C),Sector 1,1924,S+P+1E; S+P+1E+Ma; S+P+2E+Pod,9,1.203,1995,Adina SIMION,,2. CLASA a-II-a DE RISC SEISMIC
591,Strada MITROPOLIT NIFON,30,Sector 4,1937,S+P+2E+Ma,2,267,1997,Sorin APOLZAN,,2. CLASA a-II-a DE RISC SEISMIC
592,Aleea MODROGAN (MINISTERUL AFACERILOR EXTERNE),14 (tronson II+III),Sector 1,1949÷1952,S+P+3E+Pod,0,6.48,2011,Traian POPP,Încadrare în clasă de risc seismic în anul 2011,2. CLASA a-II-a DE RISC SEISMIC
593,Calea MOŞILOR,42,Sector 3,1930,P+4E+Ma,4,442,1993,Manoiu OCTAVIAN,Reincadrare in clasa de risc seismic in anul 2019 (imobilul a fost incadrat initial in RS I de catre expertul tehnic atestat Ing. Alexandru NEFIAN),2. CLASA a-II-a DE RISC SEISMIC
594,Calea MOŞILOR,59,Sector 3,1933,S+P+3E+Ma,11,1.1,1993,Alexandru BRÎNZEI,,2. CLASA a-II-a DE RISC SEISMIC
595,Calea MOŞILOR,126A,Sector 2,1936,S+P+5E,10,1.222,2001,Zefir APOSTOL,,2. CLASA a-II-a DE RISC SEISMIC
596,Calea MOŞILOR,133,Sector 2,1938,S+P+7E,22,1.979,2017,Ionel BELGUN,Reîncadrare în clasă de risc seismic în anul 2017 + acordul asociaţiei proprietarilor (imobilul a fost încadrat iniţial în RsI de expertul tehnic atestat M.D.R.A.P. Dan POPESCU),2. CLASA a-II-a DE RISC SEISMIC
597,Calea MOŞILOR,145,Sector 2,1938,S+P+3E+M,10,1.442,2007,Gheorghe MIERTOIU,,2. CLASA a-II-a DE RISC SEISMIC
598,Calea MOŞILOR,27,Sector 3,1885,S+P+2E+Pod,4,1.275,2016,Ionel BELGUN,Încadrare în clasă de risc seismic în anul 2016 (cu acordul tuturor proprietarilor).,2. CLASA a-II-a DE RISC SEISMIC
599,Calea MOŞILOR,215E,Sector Sector 2,aprox.1930,S+P+1E PARTIAL,,478,2019,Cătălin ȘTEFAN,,2. CLASA a-II-a DE RISC SEISMIC
600,Strada NERA,2 (bloc OD5),Sector 6,1964,S+P+9E,240,17.55,2000,Mihai NAVODARIU,,2. CLASA a-II-a DE RISC SEISMIC
601,Bulevardul NICOLAE BĂLCESCU,21 (corp A+B),Sector 1,1920÷1940,S+P+7E,0,5.952,2018,Mircea MIRONESCU,Încadrare în clasă de risc seismic în anul 2018,2. CLASA a-II-a DE RISC SEISMIC
602,Bulevardul NICOLAE BĂLCESCU,35÷35A,Sector 1,1937,S+P+8E,49,7.558,1998,Rodica VASILESCU,,2. CLASA a-II-a DE RISC SEISMIC
603,Bulevardul NICOLAE BĂLCESCU (Librăria „DIVERTA – DALLES”),18,Sector 1,1960,S+P+Mz+7E,134,9.345,1998,Silvia CARAMAN,,2. CLASA a-II-a DE RISC SEISMIC
604,Strada NICOLAE GOLESCU,20,Sector 1,1921,S+P+3E,11,1.783,1993,Armand NEFIAN,Reîncadrare în clasă de risc seismic în anul 2016 + acordul asociaţiei proprietarilor (imobilul a fost încadrat iniţial în RsI de expertul tehnic atestat M.D.R.A.P. Armand NEFIAN),2. CLASA a-II-a DE RISC SEISMIC
605,Strada NICOLAE IORGA,17,Sector 1,1940,S+P+6E,15,2.247,1994,Gabriel NICULESCU,,2. CLASA a-II-a DE RISC SEISMIC
606,Strada NICOLAE TONITZA,13,Sector 3,1915,2S+P+Mz+6E,18,11.504,2016,Mircea CRIŞAN,Reîncadrare în clasă de risc seismic în anul 2016 + acordul majorităţii proprietarilor (imobilul a fost încadrat iniţial în RsI de expertul tehnic atestat M.D.R.A.P. Gabriel NICULESCU),2. CLASA a-II-a DE RISC SEISMIC
607,Strada NICULAE T. SEBE,11 (bloc S21),Sector 3,1962,S+P+9E,38,3.44,2001,Mircea CONDRUT,,2. CLASA a-II-a DE RISC SEISMIC
608,Aleea OTEŞANI,1÷7 (bloc OD52+OD54),Sector 2,1970,S+P+10E,176,13.694,2000,Mihai NAVODARIU,,2. CLASA a-II-a DE RISC SEISMIC
609,Bulevardul PACHE PROTOPOPESCU,18,Sector 2,1924,S+P+2E+Ma,3,313,1997,Emilian TITARU,,2. CLASA a-II-a DE RISC SEISMIC
610,Bulevardul PACHE PROTOPOPESCU,34,Sector 2,1934,S+P+4E+Ma,0,0,1993,Niculaie TUDOSE,,2. CLASA a-II-a DE RISC SEISMIC
611,Bulevardul PACHE PROTOPOPESCU,44,Sector 2,1890,S+P+2E,6,721,2012,Niculaie TUDOSE,Încadrare în clasă de risc seismic în anul 2012,2. CLASA a-II-a DE RISC SEISMIC
612,Piaţa PACHE PROTOPOPESCU,2,Sector 2,1938,S+P+4E+Ma,10,1.201,2001,Rodica VASILESCU,,2. CLASA a-II-a DE RISC SEISMIC
613,Piaţa PACHE PROTOPOPESCU,15,Sector 2,1940,S+P+6E,40,3.268,2011,Mihai URSACHESCU,Încadrare în clasă de risc seismic în anul 2011,2. CLASA a-II-a DE RISC SEISMIC
614,Strada PALADE GHEORGHE,1,Sector 2,1930,S+P+3E,15,880,1995,Adina SIMION,,2. CLASA a-II-a DE RISC SEISMIC
615,Strada PALEOLOGU,15,Sector 3,1930,S+P+3E+Ma,10,1.38,1993,Dan POPESCU,,2. CLASA a-II-a DE RISC SEISMIC
616,Soseaua PANDURI,30,Sector 5,1920,S+P+2E+Ma,4,473,2016,Anatolie CAZACLIU,Reîncadrare în clasă de risc seismic în anul 2016 + acordul proprietarilor (imobilul a fost încadrat iniţial în RsI de expertul tehnic atestat M.D.R.A.P. Alexandru BRÂNZEI),2. CLASA a-II-a DE RISC SEISMIC
617,Soseaua PANTELIMON,235 (bloc 67),Sector 2,1976,S+P+14E,178,15.51,2000,Emilian TITARU,,2. CLASA a-II-a DE RISC SEISMIC
618,Strada PARFUMULUI,28,Sector 3,1944,S+P+7E+Pod,30,1.772,2018,Gabriel NICULESCU,Încadrare în clasă de risc seismic în anul 2018 (documentaţie tehnico economică elaborată pentru creşterea eficienţei energetice a construcţiei),2. CLASA a-II-a DE RISC SEISMIC
619,Strada PARIS,4,Sector 1,1937,S+P+3E,14,928,1995,Vladimir AMBROZIE,,2. CLASA a-II-a DE RISC SEISMIC
620,Strada PARIS,40,Sector 1,1930,S+P+1E+Ma,11,881,1993,Armand NEFIAN,,2. CLASA a-II-a DE RISC SEISMIC
621,Strada PASULUI,5,Sector 2,1938,S+P+3E+Ma,5,430,1994,Adina SIMION,,2. CLASA a-II-a DE RISC SEISMIC
622,Strada PATRIOŢILOR,3A (bloc M3G),Sector 3,1975,S+P+10E,44,3.344,2013,Dan POPESCU,Reîncadrare în clasă de risc seismic în anul 2013 (documentaţie tehnico economică elaborată pentru creşterea eficienţei energetice a construcţiei),2. CLASA a-II-a DE RISC SEISMIC
623,Strada PIAŢA AMZEI,7÷9,Sector 1,1958,S+P+7E,90,11.718,1997,Armand NEFIAN,,2. CLASA a-II-a DE RISC SEISMIC
624,Piața GĂRII FILARET,2,Sector 4,1920,S+P+3E+Ma,13,1.79,2018,Ionel BELGUN,,2. CLASA a-II-a DE RISC SEISMIC
625,Strada PITAR MOŞ,19,Sector 1,1936,S+P+2E,10,980,2011,Constantin PAVEL,Încadrare în clasă de risc seismic în anul 2011,2. CLASA a-II-a DE RISC SEISMIC
626,Aleea POIANA MUNTELUI,2 (bloc OD3),Sector 6,1964,S+P+9E,224,17.55,2000,Mihai NAVODARIU,,2. CLASA a-II-a DE RISC SEISMIC
627,Strada POLONĂ,42,Sector 1,1930,Ds+P+2E+Pod,6,474,2011,Armand NEFIAN,Încadrare în clasă de risc seismic în anul 2011,2. CLASA a-II-a DE RISC SEISMIC
628,Strada POLONĂ,47,Sector 1,1935,S+P+1E,4,238,1993,Armand NEFIAN,,2. CLASA a-II-a DE RISC SEISMIC
629,Strada POLONĂ,75,Sector 1,1939,S+P+2E,3,470,1993,Armand NEFIAN,,2. CLASA a-II-a DE RISC SEISMIC
630,Strada POMPILIU ELIADE,4,Sector 1,1958,S+P+6E,14,1.4,2002,Rodica VASILESCU,,2. CLASA a-II-a DE RISC SEISMIC
631,Strada POPA NAN,19,Sector 3,1935,S+P+2E+Ma,11,933,1997,Silvia CARAMAN,,2. CLASA a-II-a DE RISC SEISMIC
632,Strada POPA NAN,76,Sector 2,1940,S+P+3E,9,755,1996,Maria GABOR,,2. CLASA a-II-a DE RISC SEISMIC
633,Strada POPA PETRE,37 (corp A+B),Sector 2,1924,S+P+2E+Ma,7,616,1993,Adina SIMION,,2. CLASA a-II-a DE RISC SEISMIC
634,Strada POPA TATU,76,Sector 1,1938,S+P+5E+Ma,12,1.18,1997,Nicolae ALEMAN,,2. CLASA a-II-a DE RISC SEISMIC
635,Strada POPA TATU,78,Sector 1,1938,S+P+5E+Ma,14,1.76,1997,Nicolae TOPA,,2. CLASA a-II-a DE RISC SEISMIC
636,Strada POSTĂVARUL,"6 (bloc D2, tr.I+II)",Sector 3,1967,S+P+10E+1E tehnic,264,9.372,2013,Dan POPESCU,Încadrare în clasă de risc seismic în anul 2013 (documentaţie tehnico economică elaborată pentru creşterea eficienţei energetice a construcţiei),2. CLASA a-II-a DE RISC SEISMIC
637,Strada POTERAŞ,35,Sector 4,1938,S+P+3E,16,895,1997,Armand NEFIAN,,2. CLASA a-II-a DE RISC SEISMIC
638,"Strada POVERNEI (Sediul “S.N.S.P.A.”, fostul sediu “S.R.I.”)",6÷8 (corp A1+A2),Sector 4,1924÷1929,Ds+P+2E+Ma Ds+P+2E+Pod,0,0,2008,Mircea CRIŞAN,Încadrare în clasă de risc seismic în anul 2008 (casa scării dintre corpurile A1 şi A2 este încadrată în RsI),2. CLASA a-II-a DE RISC SEISMIC
639,Aleea PRAVĂŢ,2 (bloc Z6),Sector 6,1968,S+P+10E,66,5.198,2010,Ion LUNGU,,2. CLASA a-II-a DE RISC SEISMIC
640,Strada PRISACA DORNEI,6 (bloc D5),Sector 3,1967,S+P+10E+1E tehnic,264,13.446,2013,Dan POPESCU,Încadrare în clasă de risc seismic în anul 2013 (documentaţie tehnico economică elaborată pentru creşterea eficienţei energetice a construcţiei),2. CLASA a-II-a DE RISC SEISMIC
641,Intrarea PROCOPIE DUMITRESCU,3,Sector 2,1930,S+P+2E,4,509,1993,Adina SIMION,,2. CLASA a-II-a DE RISC SEISMIC
642,Bulevardul REGINA ELISABETA,5,Sector 3,1896 - 1914,S1+S2+P+3E+Ma,-,16.854,2018,Alexandrina PRETORIAN,,2. CLASA a-II-a DE RISC SEISMIC
643,Bulevardul REGINA ELISABETA (fost Bulevardul MIHAIL KOGĂLNICEANU),25 (5),Sector 5,1934,S+P+9E,40,5,1997,Grigore ARSENIE,,2. CLASA a-II-a DE RISC SEISMIC
644,Bulevardul REGINA ELISABETA (imobil birouri – ADMINISTRAŢIA FONDULUI IMOBILIAR),16,Sector 3,1935,S+P+9E,0,10.062,2001,Silvia CARAMAN,,2. CLASA a-II-a DE RISC SEISMIC
645,Bulevardul REGINA MARIA,33÷35 (corp A),Sector 4,1900,P+1E+Ma,5,810,2017,Cătălin ȘTEFAN,,2. CLASA a-II-a DE RISC SEISMIC
646,Intrarea RIGAS,29B,Sector 1,1938,P+S+6,47,4.072,2007,Rodica VASILESCU,,2. CLASA a-II-a DE RISC SEISMIC
647,Strada ROMA,8,Sector 1,1923,S+P+2E,3,660,1997,Dragoş BADEA,,2. CLASA a-II-a DE RISC SEISMIC
648,Strada ROMULUS,64 (corp A+B),Sector 3,1890,S+P+1E; S+P+1E,4,909,1993,Adina SIMION,,2. CLASA a-II-a DE RISC SEISMIC
649,Strada SCHITU DARVARI,14A,Sector 2,1935,S+P+2E+Ma,2,533,1997,Nicolae CONSTANTINESCU,,2. CLASA a-II-a DE RISC SEISMIC
650,Bulevardul SCHITU MĂGUREANU,17,Sector 1,1938,S+P+4E+Ma,19,1.267,1997,Nicolae ALEMAN,,2. CLASA a-II-a DE RISC SEISMIC
651,Bulevardul SCHITU MĂGUREANU,25,Sector 1,1947,S+P+10E,28,230,1995,Silvia CARAMAN,,2. CLASA a-II-a DE RISC SEISMIC
652,Bulevardul SCHITU MĂGUREANU,39,Sector 1,1946,S+P+7E,34,3.4,1997,Teodor MARIN,,2. CLASA a-II-a DE RISC SEISMIC
653,Strada ŞELARI,13,Sector 3,1910,S+P+2E,0,1.106,2016,Andrei Dragoş MARCU,Încadrare în clasă de risc seismic în anul 2016,2. CLASA a-II-a DE RISC SEISMIC
654,Calea ŞERBAN VODĂ,31,Sector 4,1930,S+P+Mz+4E,29,1.374,1999,Rodica VASILESCU,,2. CLASA a-II-a DE RISC SEISMIC
655,Calea ŞERBAN VODĂ,105,Sector 4,0,S+P+4E,16,1.205,1993;1995,Gabriel NICULESCU,,2. CLASA a-II-a DE RISC SEISMIC
656,Calea ŞERBAN VODĂ,124,Sector 4,1938,S+P+3E+Ma,10,912,1997,Armand NEFIAN,,2. CLASA a-II-a DE RISC SEISMIC
657,Strada SFÂNTA MARIA,51,Sector 1,1926,S+P+2E,3,309,1997,Marin TEODOR,,2. CLASA a-II-a DE RISC SEISMIC
658,Strada SFÂNTUL CONSTANTIN,24,Sector 1,1927,S+P+5E,27,3.312,2000,Rodica VASILESCU,,2. CLASA a-II-a DE RISC SEISMIC
659,Strada SFÂNTUL ELEFTERIE,14,Sector 5,1934,S+P+2E+Ma,12,1.112,1997,Alexandru HRISTOFOROV,,2. CLASA a-II-a DE RISC SEISMIC
660,Strada SFÂNTUL ELEFTERIE,16,Sector 5,1934,S+P+3E,14,1.255,1997,Alexandru HRISTOFOROV,,2. CLASA a-II-a DE RISC SEISMIC
661,Strada SFÂNTUL ŞTEFAN,4,Sector 2,1937,S+P+1E+Ma,0,0,1993,Niculaie TUDOSE,,2. CLASA a-II-a DE RISC SEISMIC
662,Strada SFINŢII APOSTOLI,40,Sector 5,1945,S+P+6E,20,1.75,2002,Rodica VASILESCU,,2. CLASA a-II-a DE RISC SEISMIC
663,Strada SFINŢII APOSTOLI,1,Sector 1,1897,S+P+2E,11,1.35,1997,Emilian TITARU,,2. CLASA a-II-a DE RISC SEISMIC
664,Strada SFINŢII VOIEVOZI,29,Sector 1,1940,S+P+4E+Ma,29,1.848,1999,Mihai URSACHESCU,,2. CLASA a-II-a DE RISC SEISMIC
665,Strada SFINŢII VOIEVOZI,55,Sector 1,1920,S+P+1E+Ma,4,572,2016,Cristian ENESCU,Încadrare în clasă de risc seismic în anul 2016,2. CLASA a-II-a DE RISC SEISMIC
666,Strada SILFIDELOR,4,Sector 5,1939,S+P+7E,27,2.08,1999,Maria DARIE,,2. CLASA a-II-a DE RISC SEISMIC
667,Strada SMÂRDAN,19,Sector 3,aprox. 1900,S+P+2E,,422,2019,Ionel BELGUN,Încadrat in clasa II de risc seismic în anul 2019,2. CLASA a-II-a DE RISC SEISMIC
668,Strada SOARELUI,3÷5,Sector 3,1900,S+P+1E+Pod,3,1.492,1993,Adina SIMION,,2. CLASA a-II-a DE RISC SEISMIC
669,Strada SPĂTARU PREDA („ŢESĂTORIILE REUNITE” S.A.),5 (corp C1),Sector 5,1938÷1939,S+P+1E,0,4.416,2016,Aurelian PAVELESCU,,2. CLASA a-II-a DE RISC SEISMIC
670,Strada SPĂTARU PREDA („ŢESĂTORIILE REUNITE” S.A.),5 (corp C2),Sector 5,1979÷1980,P,0,2.915,2016,Dinu CIOBOTARU,,2. CLASA a-II-a DE RISC SEISMIC
671,Strada SPĂTARU PREDA („ŢESĂTORIILE REUNITE” S.A.),5 (corp C6),Sector 5,1976÷1977,P+1E,0,1.8,2016,Dinu CIOBOTARU,,2. CLASA a-II-a DE RISC SEISMIC
672,Strada SPĂTARUL NICOLAE MILESCU,6,Sector 2,1933,S+P+3E,8,1,1997,Nicolae CONSTANTINESCU,,2. CLASA a-II-a DE RISC SEISMIC
673,Strada SPĂTARULUI,1A,Sector 2,1942,S+P+7E,15,2.607,1997,Niculaie TUDOSE,,2. CLASA a-II-a DE RISC SEISMIC
674,Intrarea SPĂTARULUI,3,Sector 2,1939,S+P+3E+Ma,8,1.376,1993;1997,Marin TEODOR,,2. CLASA a-II-a DE RISC SEISMIC
675,Strada SPERANŢEI,13,Sector 2,1940,S+P+5E+Ma,11,1.05,1997,Stere CARACOTI,,2. CLASA a-II-a DE RISC SEISMIC
676,Strada SPERANŢEI,26,Sector 2,1941,S+P+6E,26,1.255,1997,Marin TEODOR,,2. CLASA a-II-a DE RISC SEISMIC
677,Strada SPIRU HARET,8,Sector 1,1886,Ds+P+1E,-,,2016,Constantin FIRTEA,,2. CLASA a-II-a DE RISC SEISMIC
678,Intrarea ŞTAFETEI,2A,Sector 3,1920,S+P+3E,8,530,1993,Adina SIMION,,2. CLASA a-II-a DE RISC SEISMIC
679,Şoseaua ŞTEFAN CEL MARE,5,Sector 2,1962,S+P+8E,134,1.073,1997,Marin TEODOR,,2. CLASA a-II-a DE RISC SEISMIC
680,Şoseaua ŞTEFAN CEL MARE,18,Sector 2,1957,S+P+6E,21,1.782,2001,Adina SIMION,,2. CLASA a-II-a DE RISC SEISMIC
681,Şoseaua ŞTEFAN CEL MARE,20,Sector 2,1936,P+3E,6,1.15,2010,Mihai URSACHESCU,,2. CLASA a-II-a DE RISC SEISMIC
682,Şoseaua ŞTEFAN CEL MARE,27,Sector 2,1960,S+P+6E,49,3.43,2000,Rodica VASILESCU,,2. CLASA a-II-a DE RISC SEISMIC
683,Şoseaua ŞTEFAN CEL MARE,42,Sector 2,1960,S+P+6E,24,3.269,2001,Rodica VASILESCU,,2. CLASA a-II-a DE RISC SEISMIC
684,Strada ŞTEFAN MIHĂILEANU,7,Sector 2,1931,S+P+1E+Ma,1,238,1997,Nicolae CONSTANTINESCU,,2. CLASA a-II-a DE RISC SEISMIC
685,Strada STEFAN MIHAILEANU,11A (corp A),Sector 2,1939÷1940,S+P+1E+Ma,4,360,2008,Eugeniu DUMITRACHE,Încadrare în clasă de risc seismic în anul 2008,2. CLASA a-II-a DE RISC SEISMIC
686,Strada STEFAN PROTOPOPESCU,1 (bloc C6),Sector 1,1962,S+P+11E,0,4.676,2008,Dan POPESCU,Încadrare în clasă de risc seismic în anul 2008,2. CLASA a-II-a DE RISC SEISMIC
687,Strada STELEA SPATARU,12,Sector 3,1906÷1910,Ds+P+1E+Ma,0,1.109,2016,Mihai URSACHESCU,Încadrare în clasă de risc seismic în anul 2016,2. CLASA a-II-a DE RISC SEISMIC
688,Strada ŞTIRBEI VODĂ,23,Sector 1,1941,S+P+7E+Ma,25,1.98,1999,Marin TEODOR,,2. CLASA a-II-a DE RISC SEISMIC
689,Strada ŞTIRBEI VODĂ,122 (corp A+B),Sector 1,1920,S+P+1E ; S+P,4,132,1993,Silvia CARAMAN,,2. CLASA a-II-a DE RISC SEISMIC
690,Strada ŞTIRBEI VODĂ,129,Sector 1,1929,S+P+3E,8,960,1996,Vladimir AMBROZIE,,2. CLASA a-II-a DE RISC SEISMIC
691,Strada STRĂDUINŢEI,6 (bloc R5),Sector 4,1964,S+P+9E,82,5.82,2000,Gabriel NICULESCU,,2. CLASA a-II-a DE RISC SEISMIC
692,Drumul TABEREI,20 (bloc C2),Sector 6,1962,S+P+8E,216,15.993,2001,Mircea CONDRUT,,2. CLASA a-II-a DE RISC SEISMIC
693,Strada TACHE GHEORGHE,"13 (bloc 17, tr.I÷VIII)",Sector 4,1965,S+P+9E,320,24.123,1996,Corneliu MUDRACENCO,,2. CLASA a-II-a DE RISC SEISMIC
694,Strada TACHE IONESCU,8,Sector 1,1938,S+P+11E,51,4.979,1998,Anatolie CAZACLIU,,2. CLASA a-II-a DE RISC SEISMIC
695,Strada TÂRGU NEAMŢ,2 (bloc R7),Sector 6,1971,S+P+10E,88,6.996,2000,Zefir APOSTOL,,2. CLASA a-II-a DE RISC SEISMIC
696,Strada TELEAJEN,42,Sector 2,1967,S+P+3E,0,515,1993,Adina SIMION,,2. CLASA a-II-a DE RISC SEISMIC
697,Strada TELEAJEN,72 (corp A+B),Sector 2,1924; 1935,S+P+1E; S+P+1E+Ma,6,414,1993,Dan POPESCU,,2. CLASA a-II-a DE RISC SEISMIC
698,Strada TEODOSIE RUDEANU,70,Sector 1,1914,S+P+1E,1,56,1997,Nicolae CONSTANTINESCU,,2. CLASA a-II-a DE RISC SEISMIC
699,Strada TOAMNEI,8,Sector 2,1942,S+P+5E,27,2.224,2007,Mihai URSĂCHESCU,Încadrare în clasă de risc seismic în anul 2007,2. CLASA a-II-a DE RISC SEISMIC
700,Strada TOAMNEI,125,Sector 2,1921,S+P+3E,5,328,1993,Adina SIMION,,2. CLASA a-II-a DE RISC SEISMIC
701,Strada TOAMNEI,56÷58,Sector 2,1922,S+P+2E+Pod,4,525,1993,Silvia CARAMAN,,2. CLASA a-II-a DE RISC SEISMIC
702,Strada TREI SCAUNE,15,Sector 2,1937,S+P+Ma,1,120,1997,Niculaie TUDOSE,,2. CLASA a-II-a DE RISC SEISMIC
703,Strada TUDOR ARGHEZI,23,Sector 2,1890,S+P+2E,0,557,1995,Ovidiu MANOIU,,2. CLASA a-II-a DE RISC SEISMIC
704,Strada TUDOR ARGHEZI,32,Sector 2,1936,P+Mz+7+Ma; P+Mz+8+Ma,48,3.75,1999,Mircea NEICU. Grigore ARSENIE,,2. CLASA a-II-a DE RISC SEISMIC
705,Strada VALERIU BRANIŞTE,23,Sector 3,1928,S+P+2E+Ma,10,585,1997,Alexandru HRISTOFOROV,,2. CLASA a-II-a DE RISC SEISMIC
706,Strada VALERIU BRANIŞTE,60A,Sector 3,1938,S+P+3E,8,990,1997,Alexandru HRISTOFOROV,,2. CLASA a-II-a DE RISC SEISMIC
707,Strada Vasile Alecsandri,5,Sector 1,1930,Sp+P+2E+Ma,,,2018,Mihai Voiculescu,,2. CLASA a-II-a DE RISC SEISMIC
708,Strada VASILE CONTA,14,Sector 2,1920,S+P+1E,7,729,1993,Adina SIMION,,2. CLASA a-II-a DE RISC SEISMIC
709,Strada VASILE CONTA,3÷5 (corp A+B+C),Sector 2,1940,S+P+5E+Ma,99,6.164,1997,Alexandrina PRETORIAN,,2. CLASA a-II-a DE RISC SEISMIC
710,Strada VASILE CONTA,7÷9 (corp D+E+F),Sector 2,1941,S+P+9…10E,99,6.164,1997,Alexandrina PRETORIAN,,2. CLASA a-II-a DE RISC SEISMIC
711,Strada VASILE LASCĂR,8,Sector 2,1935,S+Ds+P+5E+Ma,0,3.2,2009,Rodica VASILESCU,,2. CLASA a-II-a DE RISC SEISMIC
712,Strada VASILE LASCĂR,10,Sector 2,1925,S+P+4E+Ma,10,787,1993,Adina SIMION,,2. CLASA a-II-a DE RISC SEISMIC
713,Strada VASILE LASCĂR,23÷25,Sector 2,1938,S+P+8E,64,6.21,1997,Dan POPESCU,,2. CLASA a-II-a DE RISC SEISMIC
714,Strada VASILE LASCĂR,46,Sector 2,1947,S+P+8E+Ma,14,1.508,2002,Gabriel NICULESCU,,2. CLASA a-II-a DE RISC SEISMIC
715,Strada VASILE LASCAR,100,Sector 2,1938,S+P+5E+Ma,22,2.144,2017,Horia DUGAN,Încadrare în clasă de risc seismic în anul 2017,2. CLASA a-II-a DE RISC SEISMIC
716,Strada VASILE LASCĂR,111,Sector 2,1936,S+P+3E+Ma,17,1.232,1993,Adina SIMION,,2. CLASA a-II-a DE RISC SEISMIC
717,Strada VASILE LUCACIU,4 (corp B+C),Sector 3,1900,S+P+1E+Ma,3,356,1993,Adina SIMION,,2. CLASA a-II-a DE RISC SEISMIC
718,Strada VASILE LUCACIU,101,Sector 3,1940,S+P+3E,13,903,1994,Adina SIMION,,2. CLASA a-II-a DE RISC SEISMIC
719,Strada VICTOR BABEŞ,7,Sector 5,1940,S+P+2E+Ma,7,616,1997,Mihai URSACHESCU,,2. CLASA a-II-a DE RISC SEISMIC
720,Calea VICTORIEI,1÷5 (corp A+B+C+D),Sector 3,1961,S+P+9E;P+9ES+Mz+9; S+P+Mz+9; P+9,148,13.11,2011,Dan POPESCU,,2. CLASA a-II-a DE RISC SEISMIC
